datetime,open,high,low,close,volume,vwap,returns,ticker
2025-05-22,200.7100067138672,202.75,199.6999969482422,201.36000061035156,46742400,201.2699991861979,-0.003612230891026025,AAPL
2025-05-23,193.6699981689453,197.6999969482422,193.4600067138672,195.27000427246094,78432900,195.47666931152344,-0.03024432021966106,AAPL
2025-05-27,198.3000030517578,200.74000549316406,197.42999267578125,200.2100067138672,56288500,199.46000162760416,0.025298316860348224,AAPL
2025-05-28,200.58999633789062,202.72999572753906,199.89999389648438,200.4199981689453,45339700,201.01666259765625,0.0010488559414427723,AAPL
2025-05-29,203.5800018310547,203.80999755859375,198.50999450683594,199.9499969482422,51396800,200.75666300455728,-0.0023450814539321962,AAPL
2025-05-30,199.3699951171875,201.9600067138672,196.77999877929688,200.85000610351562,70819900,199.86333719889322,0.0045011711378339925,AAPL
2025-06-02,200.27999877929688,202.1300048828125,200.1199951171875,201.6999969482422,35423300,201.31666564941406,0.0042319682295079986,AAPL
2025-06-03,201.35000610351562,203.77000427246094,200.9600067138672,203.27000427246094,46381600,202.6666717529297,0.0077838738124602624,AAPL
2025-06-04,202.91000366210938,206.24000549316406,202.10000610351562,202.82000732421875,43604000,203.72000630696616,-0.00221378923984783,AAPL
2025-06-05,203.5,204.75,200.14999389648438,200.6300048828125,55126100,201.84333292643228,-0.010797763348392997,AAPL
2025-06-06,203.0,205.6999969482422,202.0500030517578,203.9199981689453,46607700,203.88999938964844,0.0163983113495636,AAPL
2025-06-09,204.38999938964844,206.0,200.02000427246094,201.4499969482422,72862600,202.49000040690103,-0.012112599268742419,AAPL
2025-06-10,200.60000610351562,204.35000610351562,200.57000732421875,202.6699981689453,54672600,202.5300038655599,0.0060560994747325125,AAPL
2025-06-11,203.5,204.5,198.41000366210938,198.77999877929688,60989900,200.5633341471354,-0.019193760422328232,AAPL
2025-06-12,199.0800018310547,199.67999267578125,197.36000061035156,199.1999969482422,43904600,198.74666341145834,0.002112879422097258,AAPL
2025-06-13,199.72999572753906,200.3699951171875,195.6999969482422,196.4499969482422,51447300,197.50666300455728,-0.013805221095031128,AAPL
2025-06-16,197.3000030517578,198.69000244140625,196.55999755859375,198.4199981689453,43020700,197.88999938964844,0.010028003315378786,AAPL
2025-06-17,197.1999969482422,198.38999938964844,195.2100067138672,195.63999938964844,38856200,196.41333516438803,-0.014010678383989505,AAPL
2025-06-18,195.94000244140625,197.57000732421875,195.07000732421875,196.5800018310547,45394700,196.40667215983072,0.004804755900321256,AAPL
2025-06-20,198.24000549316406,201.6999969482422,196.86000061035156,201.0,96813500,199.85333251953125,0.022484475164182616,AAPL
2025-06-23,201.6300048828125,202.3000030517578,198.9600067138672,201.5,55814300,200.92000325520834,0.0024875621890547706,AAPL
2025-06-24,202.58999633789062,203.44000244140625,200.1999969482422,200.3000030517578,54064000,201.3133341471354,-0.005955319842392948,AAPL
2025-06-25,201.4499969482422,203.6699981689453,200.6199951171875,201.55999755859375,39525700,201.9499969482422,0.0062905366332437485,AAPL
2025-06-26,201.42999267578125,202.63999938964844,199.4600067138672,201.0,50799100,201.03333536783853,-0.002778316954637594,AAPL
2025-06-27,201.88999938964844,203.22000122070312,200.0,201.0800018310547,73188600,201.43333435058594,0.00039801905997349785,AAPL
2025-06-30,202.00999450683594,207.38999938964844,199.25999450683594,205.1699981689453,91912800,203.93999735514322,0.020340144721736175,AAPL
2025-07-01,206.6699981689453,210.19000244140625,206.13999938964844,207.82000732421875,78788900,208.0500030517578,0.012916163079025322,AAPL
2025-07-02,208.91000366210938,213.33999633789062,208.13999938964844,212.44000244140625,67941800,211.3066660563151,0.022230752354752248,AAPL
2025-07-03,212.14999389648438,214.64999389648438,211.80999755859375,213.5500030517578,34955800,213.33666483561197,0.005225007520218483,AAPL
2025-07-07,212.67999267578125,216.22999572753906,208.8000030517578,209.9499969482422,50229000,211.65999857584634,-0.016857907057220234,AAPL
2025-07-08,210.10000610351562,211.42999267578125,208.4499969482422,210.00999450683594,42848900,209.96332804361978,0.00028577070476720756,AAPL
2025-07-09,209.52999877929688,211.3300018310547,207.22000122070312,211.13999938964844,48749400,209.89666748046875,0.005380719548448543,AAPL
2025-07-10,210.50999450683594,213.47999572753906,210.02999877929688,212.41000366210938,44443600,211.97333272298178,0.0060149866256142825,AAPL
2025-07-11,210.57000732421875,212.1300048828125,209.86000061035156,211.16000366210938,39765800,211.0500030517578,-0.005884845244805148,AAPL
2025-07-14,209.92999267578125,210.91000366210938,207.5399932861328,208.6199951171875,38840100,209.02333068847656,-0.012028833590031152,AAPL
2025-07-15,209.22000122070312,211.88999938964844,208.9199981689453,209.11000061035156,42296300,209.97333272298178,0.0023487944810314243,AAPL
2025-07-16,210.3000030517578,212.39999389648438,208.63999938964844,210.16000366210938,47490500,210.3999989827474,0.005021295245053015,AAPL
2025-07-17,210.57000732421875,211.8000030517578,209.58999633789062,210.02000427246094,48068100,210.47000122070312,-0.0006661562010320532,AAPL
2025-07-18,210.8699951171875,211.7899932861328,209.6999969482422,211.17999267578125,48974600,210.8899943033854,0.005523228167424676,AAPL
2025-07-21,212.10000610351562,215.77999877929688,211.6300048828125,212.47999572753906,51377400,213.29666646321616,0.006155900638530998,AAPL
2025-07-22,213.13999938964844,214.9499969482422,212.22999572753906,214.39999389648438,46404100,213.85999552408853,0.00903613614246912,AAPL
2025-07-23,215.0,215.14999389648438,212.41000366210938,214.14999389648438,46989300,213.90333048502603,-0.0011660448093142595,AAPL
2025-07-24,213.89999389648438,215.69000244140625,213.52999877929688,213.75999450683594,46022600,214.32666524251303,-0.0018211505989440546,AAPL
2025-07-25,214.6999969482422,215.24000549316406,213.39999389648438,213.8800048828125,40268800,214.17333475748697,0.0005614258002459849,AAPL
2025-07-28,214.02999877929688,214.85000610351562,213.05999755859375,214.0500030517578,37858000,213.9866689046224,0.0007948296477664485,AAPL
2025-07-29,214.17999267578125,214.80999755859375,210.82000732421875,211.27000427246094,51411700,212.3000030517578,-0.012987613826964783,AAPL
2025-07-30,211.89999389648438,212.38999938964844,207.72000122070312,209.0500030517578,45512500,209.72000122070312,-0.010507886476113892,AAPL
2025-07-31,208.49000549316406,209.83999633789062,207.16000366210938,207.57000732421875,80698400,208.19000244140625,-0.007079625476841711,AAPL
2025-08-01,210.8699951171875,213.5800018310547,201.5,202.3800048828125,104434500,205.82000223795572,-0.025003624118486445,AAPL
2025-08-04,204.50999450683594,207.8800048828125,201.67999267578125,203.35000610351562,75109300,204.30333455403647,0.004792969647692269,AAPL
2025-08-05,203.39999389648438,205.33999633789062,202.16000366210938,202.9199981689453,44155100,203.47333272298178,-0.002114619727876521,AAPL
2025-08-06,205.6300048828125,215.3800048828125,205.58999633789062,213.25,108483100,211.40666707356772,0.05090677076812433,AAPL
2025-08-07,218.8800048828125,220.85000610351562,216.5800018310547,220.02999877929688,90224800,219.15333557128906,0.03179366367782821,AAPL
2025-08-08,220.8300018310547,231.0,219.25,229.35000610351562,113854000,226.53333536783853,0.04235789381413979,AAPL
2025-08-11,227.9199981689453,229.55999755859375,224.75999450683594,227.17999267578125,61806100,227.16666158040366,-0.009461579986856261,AAPL
2025-08-12,228.00999450683594,230.8000030517578,227.07000732421875,229.64999389648438,55626200,229.17333475748697,0.010872441677679756,AAPL
2025-08-13,231.07000732421875,235.0,230.42999267578125,233.3300018310547,69878500,232.9199981689453,0.01602441991019199,AAPL
2025-08-14,234.05999755859375,235.1199951171875,230.85000610351562,232.77999877929688,51916300,232.91666666666666,-0.0023571895917441354,AAPL
2025-08-15,234.0,234.27999877929688,229.33999633789062,231.58999633789062,56038700,231.73666381835938,-0.005112133549474374,AAPL
2025-08-18,231.6999969482422,233.1199951171875,230.11000061035156,230.88999938964844,37476200,231.37333170572916,-0.0030225698834628334,AAPL
2025-08-19,231.27999877929688,232.8699951171875,229.35000610351562,230.55999755859375,39402600,230.92666625976562,-0.001429259958971918,AAPL
2025-08-20,229.97999572753906,230.47000122070312,225.77000427246094,226.00999450683594,42263900,227.41666666666666,-0.019734572779050663,AAPL
2025-08-21,226.27000427246094,226.52000427246094,223.77999877929688,224.89999389648438,30621200,225.06666564941406,-0.004911289931109564,AAPL
2025-08-22,226.1699981689453,229.08999633789062,225.41000366210938,227.75999450683594,42477800,227.4199981689453,0.012716766064777785,AAPL
2025-08-25,226.47999572753906,229.3000030517578,226.22999572753906,227.16000366210938,30983100,227.5633341471354,-0.0026343118159346535,AAPL
2025-08-26,226.8699951171875,229.49000549316406,224.69000244140625,229.30999755859375,54575100,227.8300018310547,0.009464667467088184,AAPL
2025-08-27,228.61000061035156,230.89999389648438,228.25999450683594,230.49000549316406,31259500,229.88333129882812,0.00514590705653295,AAPL
2025-08-28,230.82000732421875,233.41000366210938,229.33999633789062,232.55999755859375,38074700,231.7699991861979,0.008980832210059075,AAPL
2025-08-29,232.50999450683594,233.3800048828125,231.3699951171875,232.13999938964844,39418400,232.29666646321616,-0.00180597769760249,AAPL
2025-09-02,229.25,230.85000610351562,226.97000122070312,229.72000122070312,44075600,229.18000284830728,-0.010424735828844955,AAPL
2025-09-03,237.2100067138672,238.85000610351562,234.36000061035156,238.47000122070312,66427800,237.22666931152344,0.038089848308826335,AAPL
2025-09-04,238.4499969482422,239.89999389648438,236.74000549316406,239.77999877929688,47549400,238.8066660563151,0.005493343195739575,AAPL
2025-09-05,240.0,241.32000732421875,238.49000549316406,239.69000244140625,54870400,239.83333841959634,-0.00037532879451496193,AAPL
2025-09-08,239.3000030517578,240.14999389648438,236.33999633789062,237.8800048828125,48999500,238.12333170572916,-0.007551410322323426,AAPL
2025-09-09,237.0,238.77999877929688,233.36000061035156,234.35000610351562,66313900,235.49666849772134,-0.014839409394815983,AAPL
2025-09-10,232.19000244140625,232.4199981689453,225.9499969482422,226.7899932861328,83440800,228.38666280110678,-0.03225949486019408,AAPL
2025-09-11,226.8800048828125,230.4499969482422,226.64999389648438,230.02999877929688,50208600,229.04332987467447,0.014286368839370622,AAPL
2025-09-12,229.22000122070312,234.50999450683594,229.02000427246094,234.07000732421875,55824200,232.53333536783853,0.017562963814985233,AAPL
2025-09-15,237.0,238.19000244140625,235.02999877929688,236.6999969482422,42699500,236.63999938964844,0.011235910376080627,AAPL
2025-09-16,237.17999267578125,241.22000122070312,236.32000732421875,238.14999389648438,63421100,238.5633341471354,0.0061258849469238985,AAPL
2025-09-17,238.97000122070312,240.10000610351562,237.72999572753906,238.99000549316406,46508000,238.94000244140625,0.0035272375318422533,AAPL
2025-09-18,239.97000122070312,241.1999969482422,236.64999389648438,237.8800048828125,44249600,238.57666524251303,-0.0046445482440198305,AAPL
2025-09-19,241.22999572753906,246.3000030517578,240.2100067138672,245.5,163741300,244.00333658854166,0.03203293660995743,AAPL
2025-09-22,248.3000030517578,256.6400146484375,248.1199951171875,256.0799865722656,105517400,253.61333211263022,0.04309566831880085,AAPL
2025-09-23,255.8800048828125,257.3399963378906,253.5800018310547,254.42999267578125,60275200,255.11666361490884,-0.006443275472520216,AAPL
2025-09-24,255.22000122070312,255.74000549316406,251.0399932861328,252.30999755859375,42303700,253.02999877929688,-0.008332331793480807,AAPL
2025-09-25,253.2100067138672,257.1700134277344,251.7100067138672,256.8699951171875,55202100,255.25000508626303,0.018072995928489766,AAPL
2025-09-26,254.10000610351562,257.6000061035156,253.77999877929688,255.4600067138672,46076300,255.61333719889322,-0.005489112898051984,AAPL
2025-09-29,254.55999755859375,255.0,253.00999450683594,254.42999267578125,40127700,254.14666239420572,-0.004031997224675621,AAPL
2025-09-30,254.86000061035156,255.9199981689453,253.11000061035156,254.6300048828125,37704300,254.55333455403647,0.0007861188255666729,AAPL
2025-10-01,255.0399932861328,258.7900085449219,254.92999267578125,255.4499969482422,48713900,256.38999938964844,0.003220327729275496,AAPL
2025-10-02,256.5799865722656,258.17999267578125,254.14999389648438,257.1300048828125,42630200,256.4866638183594,0.00657666061710982,AAPL
2025-10-03,254.6699981689453,259.239990234375,253.9499969482422,258.0199890136719,49155600,257.0699920654297,0.0034612223931820285,AAPL
2025-10-06,257.989990234375,259.07000732421875,255.0500030517578,256.69000244140625,44664100,256.9366709391276,-0.005154587353288997,AAPL
2025-10-07,256.80999755859375,257.3999938964844,255.42999267578125,256.4800109863281,31955800,256.43666585286456,-0.0008180741481198517,AAPL
2025-10-08,256.5199890136719,258.5199890136719,256.1099853515625,258.05999755859375,36496900,257.5633239746094,0.006160271773966164,AAPL
2025-10-09,257.80999755859375,258.0,253.13999938964844,254.0399932861328,38322000,255.05999755859375,-0.015577789314472068,AAPL
2025-10-10,254.94000244140625,256.3800048828125,244.0,245.27000427246094,61999100,248.5500030517578,-0.034522080166306646,AAPL
2025-10-13,249.3800048828125,249.69000244140625,245.55999755859375,247.66000366210938,38142900,247.63666788736978,0.009744360696440912,AAPL
2025-10-14,246.60000610351562,248.85000610351562,244.6999969482422,247.77000427246094,35478000,247.1066691080729,0.0004441597703503941,AAPL
2025-10-15,249.49000549316406,251.82000732421875,247.47000122070312,249.33999633789062,33893600,249.5433349609375,0.0063364896410271765,AAPL
2025-10-16,248.25,249.0399932861328,245.1300048828125,247.4499969482422,39777000,247.2066650390625,-0.007580008893106838,AAPL
2025-10-17,248.02000427246094,253.3800048828125,247.27000427246094,252.2899932861328,49147000,250.9800008138021,0.019559492412937862,AAPL
2025-10-20,255.88999938964844,264.3800048828125,255.6300048828125,262.239990234375,90483000,260.75,0.03943873008454002,AAPL
2025-10-21,261.8800048828125,265.2900085449219,261.8299865722656,262.7699890136719,46695900,263.2966613769531,0.002021044840732289,AAPL
2025-10-22,262.6499938964844,262.8500061035156,255.42999267578125,258.45001220703125,45015300,258.9100036621094,-0.016440145325788524,AAPL
2025-10-23,259.94000244140625,260.6199951171875,258.010009765625,259.5799865722656,32754900,259.40333048502606,0.004372119604812541,AAPL
2025-10-24,261.19000244140625,264.1300048828125,259.17999267578125,262.82000732421875,38253700,262.0433349609375,0.012481781799657865,AAPL
2025-10-27,264.8800048828125,269.1199951171875,264.6499938964844,268.80999755859375,44888200,267.5266621907552,0.02279122619072771,AAPL
2025-10-28,268.989990234375,269.8900146484375,268.1499938964844,269.0,41534800,269.0133361816406,0.0007068280314419528,AAPL
2025-10-29,269.2799987792969,271.4100036621094,267.1099853515625,269.70001220703125,51086700,269.4066670735677,0.0026022758625696696,AAPL
2025-10-30,271.989990234375,274.1400146484375,268.4800109863281,271.3999938964844,69886500,271.3400065104167,0.006303231785351748,AAPL
2025-10-31,276.989990234375,277.32000732421875,269.1600036621094,270.3699951171875,86167100,272.28333536783856,-0.0037951319176879883,AAPL
2025-11-03,270.4200134277344,270.8500061035156,266.25,269.04998779296875,50194600,268.71666463216144,-0.0048822256465500535,AAPL
2025-11-04,268.3299865722656,271.489990234375,267.6199951171875,270.0400085449219,49274800,269.71666463216144,0.003679690752169673,AAPL
2025-11-05,268.6099853515625,271.70001220703125,266.92999267578125,270.1400146484375,43683100,269.5900065104167,0.00037033809935982376,AAPL
2025-11-06,267.8900146484375,273.3999938964844,267.8900146484375,269.7699890136719,51204000,270.35333251953125,-0.001369754996301431,AAPL
2025-11-07,269.79998779296875,272.2900085449219,266.7699890136719,268.4700012207031,48227400,269.1766662597656,-0.004818874767062664,AAPL
2025-11-10,268.9599914550781,273.7300109863281,267.4599914550781,269.42999267578125,41312400,270.2066650390625,0.003575786682732396,AAPL
2025-11-11,269.80999755859375,275.9100036621094,269.79998779296875,275.25,46208300,273.65333048502606,0.021601185771556786,AAPL
2025-11-12,275.0,275.7300109863281,271.70001220703125,273.4700012207031,48398000,273.6333414713542,-0.006466843884820661,AAPL
2025-11-13,274.1099853515625,276.70001220703125,272.0899963378906,272.95001220703125,49602800,273.91334025065106,-0.0019014480979659965,AAPL
2025-11-14,271.04998779296875,275.9599914550781,269.6000061035156,272.4100036621094,47431300,272.6566670735677,-0.0019784155368063328,AAPL
2025-11-17,268.82000732421875,270.489990234375,265.7300109863281,267.4599914550781,45018300,267.89333089192706,-0.018171183658773127,AAPL
2025-11-18,269.989990234375,270.7099914550781,265.32000732421875,267.44000244140625,45677300,267.8233337402344,-7.473646268785217e-05,AAPL
2025-11-19,265.5299987792969,272.2099914550781,265.5,268.55999755859375,40424500,268.7566630045573,0.004187836924032684,AAPL
2025-11-20,270.8299865722656,275.42999267578125,265.9200134277344,266.25,45823600,269.2000020345052,-0.008601420835542606,AAPL
2025-11-21,265.95001220703125,273.3299865722656,265.6700134277344,271.489990234375,59030800,270.163330078125,0.019680714495305063,AAPL
2025-11-24,270.8999938964844,277.0,270.8999938964844,275.9200134277344,65585800,274.60666910807294,0.0163174457722548,AAPL
2025-11-25,275.2699890136719,280.3800048828125,275.25,276.9700012207031,46914200,277.53333536783856,0.003805406428931457,AAPL
2025-11-26,276.9599914550781,279.5299987792969,276.6300048828125,277.54998779296875,33431400,277.90333048502606,0.0020940411225383038,AAPL
2025-11-28,277.260009765625,279.0,275.989990234375,278.8500061035156,20135600,277.94666544596356,0.004683906927485104,AAPL
2025-12-01,278.010009765625,283.4200134277344,276.1400146484375,283.1000061035156,46587700,280.8866780598958,0.015241168753721723,AAPL
2025-12-02,283.0,287.3999938964844,282.6300048828125,286.19000244140625,53669500,285.4066670735677,0.010914857899228636,AAPL
2025-12-03,286.20001220703125,288.6199951171875,283.29998779296875,284.1499938964844,43538700,285.3566589355469,-0.00712816145749029,AAPL
2025-12-04,284.1000061035156,284.7300109863281,278.5899963378906,280.70001220703125,43989100,281.3400065104167,-0.012141410394363561,AAPL
2025-12-05,280.5400085449219,281.1400146484375,278.04998779296875,278.7799987792969,47265800,279.3233337402344,-0.00684009028940924,AAPL
2025-12-08,278.1300048828125,279.6700134277344,276.1499938964844,277.8900146484375,38211800,277.90334065755206,-0.00319242461710445,AAPL
2025-12-09,278.1600036621094,280.0299987792969,276.9200134277344,277.17999267578125,32193300,278.0433349609375,-0.002555046727945598,AAPL
2025-12-10,277.75,279.75,276.44000244140625,278.7799987792969,33038300,278.3233337402344,0.00577244442526248,AAPL
2025-12-11,279.1000061035156,279.5899963378906,273.80999755859375,278.0299987792969,33248000,277.14333089192706,-0.0026902934331158868,AAPL
2025-12-12,277.8999938964844,279.2200012207031,276.82000732421875,278.2799987792969,39532900,278.10666910807294,0.0008991835452922814,AAPL
2025-12-15,280.1499938964844,280.1499938964844,272.8399963378906,274.1099853515625,50409100,275.6999918619792,-0.014984955605960026,AAPL
2025-12-16,272.82000732421875,275.5,271.7900085449219,274.6099853515625,37648600,273.96666463216144,0.0018240853187405648,AAPL
2025-12-17,275.010009765625,276.1600036621094,271.6400146484375,271.8399963378906,50138700,273.2133382161458,-0.010086993049891024,AAPL
2025-12-18,273.6099853515625,273.6300048828125,266.95001220703125,272.19000244140625,51630700,270.92333984375,0.001287544541755281,AAPL
2025-12-19,272.1499938964844,274.6000061035156,269.8999938964844,273.6700134277344,144632000,272.7233378092448,0.005437418615868328,AAPL
2025-12-22,272.8599853515625,273.8800048828125,270.510009765625,270.9700012207031,36571800,271.7866719563802,-0.009865941003960987,AAPL
2025-12-23,270.8399963378906,272.5,269.55999755859375,272.3599853515625,29642000,271.47332763671875,0.005129660569795913,AAPL
2025-12-24,272.3399963378906,275.42999267578125,272.20001220703125,273.80999755859375,17910600,273.81333414713544,0.005323881205087977,AAPL
2025-12-26,274.1600036621094,275.3699951171875,272.8599853515625,273.3999938964844,21521800,273.8766581217448,-0.0014974020881820538,AAPL
2025-12-29,272.69000244140625,274.3599853515625,272.3500061035156,273.760009765625,23715200,273.49000040690106,0.0013168100847762432,AAPL
2025-12-30,272.80999755859375,274.0799865722656,272.2799987792969,273.0799865722656,22139600,273.1466573079427,-0.0024840121606569676,AAPL
2025-12-31,273.05999755859375,273.67999267578125,271.75,271.8599853515625,27293600,272.42999267578125,-0.004467559984957958,AAPL
2026-01-02,272.260009765625,277.8399963378906,269.0,271.010009765625,37838100,272.6166687011719,-0.0031265196488491354,AAPL
2026-01-05,270.6400146484375,271.510009765625,266.1400146484375,267.260009765625,45647200,268.3033447265625,-0.013837127282653072,AAPL
2026-01-06,267.0,267.54998779296875,262.1199951171875,262.3599853515625,52352100,264.00998942057294,-0.01833429707033085,AAPL
2026-01-07,263.20001220703125,263.67999267578125,259.80999755859375,260.3299865722656,48309800,261.27332560221356,-0.007737455757884204,AAPL
2026-01-08,257.0199890136719,259.2900085449219,255.6999969482422,259.0400085449219,50419300,258.010004679362,-0.004955164959399183,AAPL
2026-01-09,259.0799865722656,260.2099914550781,256.2200012207031,259.3699951171875,39997000,258.59999593098956,0.00127388264893602,AAPL
2026-01-12,259.1600036621094,261.29998779296875,256.79998779296875,260.25,45263800,259.4499918619792,0.0033928553779511983,AAPL
2026-01-13,258.7200012207031,261.80999755859375,258.3900146484375,261.04998779296875,45730800,260.4166666666667,0.003073920434077726,AAPL
2026-01-14,259.489990234375,261.82000732421875,256.7099914550781,259.9599914550781,40019400,259.4966634114583,-0.004175431483854575,AAPL
2026-01-15,260.6499938964844,261.0400085449219,257.04998779296875,258.2099914550781,39388600,258.76666259765625,-0.006731805114335909,AAPL
2026-01-16,257.8999938964844,258.8999938964844,254.92999267578125,255.52999877929688,72142800,256.4533284505208,-0.010379120733008063,AAPL
2026-01-20,252.72999572753906,254.7899932861328,243.4199981689453,246.6999969482422,80267500,248.30332946777344,-0.03455563680678142,AAPL
2026-01-21,248.6999969482422,251.55999755859375,245.17999267578125,247.64999389648438,54641700,248.12999471028647,0.0038508186461043703,AAPL
2026-01-22,249.1999969482422,251.0,248.14999389648438,248.35000610351562,39708300,249.16666666666666,0.002826619116832463,AAPL
2026-01-23,247.32000732421875,249.41000366210938,244.67999267578125,248.0399932861328,41689000,247.3766632080078,-0.0012482899527435087,AAPL
2026-01-26,251.47999572753906,256.55999755859375,249.8000030517578,255.41000366210938,55969200,253.92333475748697,0.02971299216040002,AAPL
2026-01-27,259.1700134277344,261.95001220703125,258.2099914550781,258.2699890136719,49648300,259.47666422526044,0.01119762464490659,AAPL
2026-01-28,257.6499938964844,258.8599853515625,254.50999450683594,256.44000244140625,41288000,256.60332743326825,-0.007085556394896275,AAPL
2026-01-29,258.0,259.6499938964844,254.41000366210938,258.2799987792969,67253000,257.44666544596356,0.007175153331668849,AAPL
2026-01-30,255.1699981689453,261.8999938964844,252.17999267578125,259.4800109863281,92443400,257.85333251953125,0.004646167774132071,AAPL
2026-02-02,260.0299987792969,270.489990234375,259.2099914550781,270.010009765625,73913400,266.5699971516927,0.04058115590203082,AAPL
2026-02-03,269.20001220703125,271.8800048828125,267.6099853515625,269.4800109863281,64394700,269.6566670735677,-0.0019628856713753695,AAPL
2026-02-04,272.2900085449219,278.95001220703125,272.2900085449219,276.489990234375,90545700,275.9100036621094,0.026012984125945104,AAPL
2026-02-05,278.1300048828125,279.5,273.2300109863281,275.9100036621094,52977400,276.2133382161458,-0.0020976765624461935,AAPL
2026-02-06,277.1199951171875,280.9100036621094,276.92999267578125,278.1199951171875,50453400,278.65333048502606,0.008009827210848641,AAPL
2026-02-09,277.9100036621094,278.20001220703125,271.70001220703125,274.6199951171875,44623400,274.8400065104167,-0.01258449612198953,AAPL
2026-02-10,274.8900146484375,275.3699951171875,272.94000244140625,273.67999267578125,34376900,273.9966634114583,-0.003422920610733904,AAPL
2026-02-11,274.70001220703125,280.17999267578125,274.45001220703125,275.5,51931300,276.7100016276042,0.0066501292492171515,AAPL
2026-02-12,275.5899963378906,275.7200012207031,260.17999267578125,261.7300109863281,81077200,265.8766682942708,-0.049981811301894274,AAPL
2026-02-13,262.010009765625,262.2300109863281,255.4499969482422,255.77999877929688,56290700,257.82000223795575,-0.022733396848946263,AAPL
2026-02-17,258.04998779296875,266.2900085449219,255.5399932861328,263.8800048828125,58469100,261.90333557128906,0.031667863563111576,AAPL
2026-02-18,263.6000061035156,266.82000732421875,262.45001220703125,264.3500061035156,34203300,264.5400085449219,0.0017811172199722058,AAPL
2026-02-19,262.6000061035156,264.4800109863281,260.04998779296875,260.5799865722656,30845300,261.7033284505208,-0.014261469431454121,AAPL
2026-02-20,258.9700012207031,264.75,258.1600036621094,264.5799865722656,42070500,262.4966634114583,0.015350373037534393,AAPL
2026-02-23,263.489990234375,269.42999267578125,263.3800048828125,266.17999267578125,37308200,266.3299967447917,0.006047343656806037,AAPL
2026-02-24,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600,271.5800069173177,0.022390946489790453,AAPL
2026-02-25,271.7799987792969,274.94000244140625,271.04998779296875,274.2300109863281,33714300,273.4066670735677,0.007679856784716499,AAPL
2026-02-26,274.95001220703125,276.1099853515625,270.79998779296875,272.95001220703125,32345100,273.2866617838542,-0.004667610137537803,AAPL
2026-02-27,272.80999755859375,272.80999755859375,262.8900146484375,264.17999267578125,72366500,266.6266682942708,-0.03213049693728531,AAPL
2026-03-02,262.4100036621094,266.5299987792969,260.20001220703125,264.7200012207031,41827900,263.81667073567706,0.002044093269336189,AAPL
2026-03-03,263.4800109863281,265.55999755859375,260.1300048828125,263.75,38568900,263.14666748046875,-0.0036642536122324376,AAPL
2026-03-04,264.6499938964844,266.1499938964844,261.4200134277344,262.5199890136719,39803100,263.3633321126302,-0.004663548763329417,AAPL
2026-03-05,260.7900085449219,261.55999755859375,257.25,260.2900085449219,49658600,259.7000020345052,-0.00849451684471103,AAPL
